t nact i x dx dlx rho vx p D sx tau trac Sd
1.003547944681137e+03 2000 404 4.176747822615081e+00 1.720637284559956e-03 1.720637284559956e-03 2.663521258436552e-11 9.999494571816621e-01 1.000000002685275e-10 2.649213318170696e-09 3.996672389608059e-06 3.994125189586485e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 405 4.178534181445204e+00 1.852080375686072e-03 1.852080375686072e-03 2.660556345017856e-11 9.999494926429007e-01 1.000000002665783e-10 2.647193116945286e-09 3.999396718601481e-06 3.996851534645467e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 406 4.180363258817911e+00 1.806074369728350e-03 1.806074369728350e-03 2.656961442226132e-11 9.999495377546992e-01 1.000000002678456e-10 2.644797635065343e-09 4.002872971651891e-06 4.000330178167944e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 407 4.182181462074725e+00 1.830332143899938e-03 1.830332143899938e-03 2.653490109836725e-11 9.999495848922411e-01 1.000000002663653e-10 2.642576687287716e-09 4.006519941936674e-06 4.003979364567549e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 408 4.183980160912387e+00 1.767065531424805e-03 1.767065531424805e-03 2.649865049644212e-11 9.999496317044118e-01 1.000000002676553e-10 2.640192545262973e-09 4.010143692302681e-06 4.007605494034103e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 409 4.185741918664007e+00 1.756449971814789e-03 1.756449971814789e-03 2.646355957421775e-11 9.999496787496300e-01 1.000000002653314e-10 2.637928463482505e-09 4.013796077279486e-06 4.011260138217437e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 410 4.187540984595710e+00 1.841681891591840e-03 1.841681891591840e-03 2.643348228656537e-11 9.999497134896457e-01 1.000000002669985e-10 2.635840292791538e-09 4.016486111814119e-06 4.013952256748643e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 411 4.189321581818607e+00 1.719512554202218e-03 1.719512554202218e-03 2.639634240550676e-11 9.999497587840215e-01 1.000000002648850e-10 2.633323042429611e-09 4.020004821284472e-06 4.017473478319964e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 412 4.191122289611228e+00 1.881903031039300e-03 1.881903031039300e-03 2.636761879627602e-11 9.999497944816760e-01 1.000000002634253e-10 2.631392527246783e-09 4.022784067019463e-06 4.020254650591458e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 413 4.192949259220029e+00 1.772036186561188e-03 1.772036186561188e-03 2.633081303169157e-11 9.999498398048635e-01 1.000000002645726e-10 2.628906310525816e-09 4.026317578241745e-06 4.023790642937266e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 414 4.194693143985528e+00 1.715733344437531e-03 1.715733344437531e-03 2.629509046873082e-11 9.999498853667580e-01 1.000000002646103e-10 2.626532835732767e-09 4.029879770578672e-06 4.027355203810842e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 415 4.196493814533227e+00 1.885607750961249e-03 1.885607750961249e-03 2.626636066002324e-11 9.999499206470281e-01 1.000000002651040e-10 2.624587089504013e-09 4.032639690759650e-06 4.030117065770493e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 416 4.198348599705165e+00 1.823962592914619e-03 1.823962592914619e-03 2.623035035462545e-11 9.999499648958230e-01 1.000000002637821e-10 2.622147525235859e-09 4.036106865181618e-06 4.033586674788534e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 417 4.200196788251217e+00 1.872414499189290e-03 1.872414499189290e-03 2.619617582411158e-11 9.999500115568422e-01 1.000000002628746e-10 2.619953122022676e-09 4.039780275330819e-06 4.037262274630484e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 418 4.202036710079892e+00 1.807429158160900e-03 1.807429158160900e-03 2.615993904979992e-11 9.999500577826291e-01 1.000000002636594e-10 2.617539488090581e-09 4.043419730711929e-06 4.040904138656391e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 419 4.203844586993754e+00 1.808324669562822e-03 1.808324669562822e-03 2.612523457425450e-11 9.999501037660825e-01 1.000000002627115e-10 2.615271220744936e-09 4.047050598964025e-06 4.044537270402557e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 420 4.205698082993155e+00 1.898667329239601e-03 1.898667329239601e-03 2.609544043160959e-11 9.999501374817819e-01 1.000000002621736e-10 2.613171681381169e-09 4.049705153796174e-06 4.047193920680705e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 421 4.207556828159454e+00 1.818823003358006e-03 1.818823003358006e-03 2.605950084340861e-11 9.999501823068137e-01 1.000000002621044e-10 2.610746455664755e-09 4.053250164010608e-06 4.050741351187628e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 422 4.209364072958060e+00 1.795666593852552e-03 1.795666593852552e-03 2.602462442774825e-11 9.999502285565045e-01 1.000000002612031e-10 2.608463467051930e-09 4.056920715867097e-06 4.054414181250250e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 423 4.211120581556529e+00 1.717350603087198e-03 1.717350603087198e-03 2.598861203216437e-11 9.999502744447004e-01 1.000000002604252e-10 2.606055533993964e-09 4.060565551694990e-06 4.058061420078403e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 424 4.212925446493609e+00 1.892379271072109e-03 1.892379271072109e-03 2.596019856668344e-11 9.999503094514007e-01 1.000000002602789e-10 2.604123109416065e-09 4.063348097521652e-06 4.060845894441608e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 425 4.214818069927443e+00 1.892867596595238e-03 1.892867596595238e-03 2.592521445536712e-11 9.999503555189075e-01 1.000000002603787e-10 2.601820085978068e-09 4.067022523896970e-06 4.064522619057500e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 426 4.216684314750078e+00 1.839622048676048e-03 1.839622048676048e-03 2.588966229868368e-11 9.999504014756174e-01 1.000000002613730e-10 2.599455546788453e-09 4.070693222592880e-06 4.068195677437342e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 427 4.218529278101232e+00 1.850304653631341e-03 1.850304653631341e-03 2.585558936828773e-11 9.999504475987838e-01 1.000000002603550e-10 2.597242326946192e-09 4.074388588479853e-06 4.071893251895608e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 428 4.220361790257122e+00 1.814719658147723e-03 1.814719658147723e-03 2.582062763630890e-11 9.999504948825090e-01 1.000000002602907e-10 2.594968701529993e-09 4.078184099992702e-06 4.075691032269064e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 429 4.222126560439243e+00 1.714820706094855e-03 1.714820706094855e-03 2.578515630489718e-11 9.999505402152205e-01 1.000000002577057e-10 2.592591122001603e-09 4.081824546601665e-06 4.079333851628729e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 430 4.223899574468181e+00 1.831207351781217e-03 1.831207351781217e-03 2.575627280568786e-11 9.999505759612577e-01 1.000000002585823e-10 2.590623311077998e-09 4.084697408397746e-06 4.082208677307702e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 431 4.225673595364508e+00 1.716834440874671e-03 1.716834440874671e-03 2.571989074869018e-11 9.999506219883526e-01 1.000000002577813e-10 2.588169315092653e-09 4.088404996001261e-06 4.085918713964215e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 432 4.227466981721344e+00 1.869938272795579e-03 1.869938272795579e-03 2.569141641830625e-11 9.999506577592178e-01 1.000000002578897e-10 2.586240889605413e-09 4.091290727043644e-06 4.088806369567325e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 433 4.229328570595499e+00 1.853239475512858e-03 1.853239475512858e-03 2.565617219678796e-11 9.999507058439506e-01 1.000000002570577e-10 2.583952335664184e-09 4.095184884658948e-06 4.092702810957219e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 434 4.231175074422422e+00 1.839768178335532e-03 1.839768178335532e-03 2.562159586509530e-11 9.999507531968358e-01 1.000000002579555e-10 2.581710279511050e-09 4.099027668620651e-06 4.096547832291290e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 435 4.232981757239782e+00 1.773597456383058e-03 1.773597456383058e-03 2.558636256607185e-11 9.999508002271771e-01 1.000000002563512e-10 2.579391978885967e-09 4.102849248192693e-06 4.100371725396408e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 436 4.234785154964332e+00 1.833197992718638e-03 1.833197992718638e-03 2.555659126730200e-11 9.999508352493339e-01 1.000000002569196e-10 2.577308149234575e-09 4.105690184652940e-06 4.103214741662339e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 437 4.236566390014920e+00 1.729272108455859e-03 1.729272108455859e-03 2.552028629387728e-11 9.999508822384552e-01 1.000000002561218e-10 2.574877629121710e-09 4.109518330998637e-06 4.107045313625629e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 438 4.238381414641438e+00 1.900777144580701e-03 1.900777144580701e-03 2.549201049234661e-11 9.999509192140451e-01 1.000000002553938e-10 2.572993359303473e-09 4.112536721791324e-06 4.110065584873612e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 439 4.240219898462318e+00 1.776190497177588e-03 1.776190497177588e-03 2.545538530791872e-11 9.999509653763288e-01 1.000000002569268e-10 2.570505739988066e-09 4.116307891462725e-06 4.113839237228564e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 440 4.242060165364450e+00 1.904343307087331e-03 1.904343307087331e-03 2.542640372387496e-11 9.999510013090712e-01 1.000000002554239e-10 2.568520415543901e-09 4.119247072260751e-06 4.116780399449373e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 441 4.243936758263214e+00 1.848842490440816e-03 1.848842490440816e-03 2.539073743300845e-11 9.999510489764601e-01 1.000000002560891e-10 2.566165978419474e-09 4.123160503715344e-06 4.120696180543956e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 442 4.245790942561046e+00 1.859526105224774e-03 1.859526105224774e-03 2.535662985985607e-11 9.999510971227920e-01 1.000000002554501e-10 2.563980022997720e-09 4.127126368776986e-06 4.124664226978238e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 443 4.247599298248385e+00 1.757185269453565e-03 1.757185269453565e-03 2.532046150515000e-11 9.999511455508460e-01 1.000000002552966e-10 2.561591439472045e-09 4.131118320538868e-06 4.128658562469539e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 444 4.249439797396201e+00 1.923813026178500e-03 1.923813026178500e-03 2.529244404980654e-11 9.999511827201601e-01 1.000000002543055e-10 2.559730907035631e-09 4.134186949566995e-06 4.131729048273704e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 445 4.251272641998090e+00 1.741876177598023e-03 1.741876177598023e-03 2.525545864665957e-11 9.999512299598919e-01 1.000000002532097e-10 2.557225349122600e-09 4.138090044653113e-06 4.135634643964183e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 446 4.253010029833765e+00 1.732899493752882e-03 1.732899493752882e-03 2.522490783532585e-11 9.999512646673567e-01 1.000000002534418e-10 2.555041240374413e-09 4.140953322863639e-06 4.138500102196454e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 447 4.254808319650977e+00 1.863680140670176e-03 1.863680140670176e-03 2.519634181736956e-11 9.999513007796481e-01 1.000000002540391e-10 2.553093834780011e-09 4.143945741762947e-06 4.141494464683036e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 448 4.256640236908420e+00 1.800154374215879e-03 1.800154374215879e-03 2.516081591544463e-11 9.999513487911529e-01 1.000000002529390e-10 2.550751712566133e-09 4.147937889550718e-06 4.145488949848847e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 449 4.258476712557300e+00 1.872796923545472e-03 1.872796923545472e-03 2.513127658149999e-11 9.999513839809547e-01 1.000000002533635e-10 2.548678959796834e-09 4.150859399592763e-06 4.148412528703442e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 450 4.260370384921147e+00 1.914547804146238e-03 1.914547804146238e-03 2.510133897798470e-11 9.999514182284294e-01 1.000000002525845e-10 2.546539938156638e-09 4.153703554510353e-06 4.151258818653201e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 451 4.262201082407050e+00 1.746847167661159e-03 1.746847167661159e-03 2.506444914067392e-11 9.999514642194879e-01 1.000000002525537e-10 2.544001875805143e-09 4.157538490353231e-06 4.155096287647292e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 452 4.264021986390509e+00 1.894960799257106e-03 1.894960799257106e-03 2.503629603585401e-11 9.999515001451865e-01 1.000000002517374e-10 2.542085344667740e-09 4.160541089918177e-06 4.158100799999112e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 453 4.265918746466695e+00 1.898559353113782e-03 1.898559353113782e-03 2.500240840842726e-11 9.999515468977386e-01 1.000000002525184e-10 2.539868978627436e-09 4.164462875773203e-06 4.162024797717302e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 454 4.267758450455815e+00 1.780848625126730e-03 1.780848625126730e-03 2.496685944254221e-11 9.999515929335446e-01 1.000000002524621e-10 2.537463430615917e-09 4.168326067504114e-06 4.165890390278080e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 455 4.269603191373452e+00 1.908633210148558e-03 1.908633210148558e-03 2.493873288211956e-11 9.999516281933762e-01 1.000000002517740e-10 2.535528425048339e-09 4.171287557543804e-06 4.168853811594192e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 456 4.271476159842504e+00 1.837303727953987e-03 1.837303727953987e-03 2.490376669045138e-11 9.999516756377785e-01 1.000000002500370e-10 2.533216000700653e-09 4.175287244802300e-06 4.172855806645331e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 457 4.273251064894399e+00 1.712506375836753e-03 1.712506375836753e-03 2.486820484050151e-11 9.999517223149904e-01 1.000000002508683e-10 2.530821186865315e-09 4.179226854628779e-06 4.176797806580474e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 458 4.275036986635850e+00 1.859337107066317e-03 1.859337107066317e-03 2.484023035453389e-11 9.999517588161392e-01 1.000000002492534e-10 2.528930419158255e-09 4.182312529133646e-06 4.179885368155517e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 459 4.276942625719509e+00 1.951941060250206e-03 1.951941060250206e-03 2.481162829821684e-11 9.999517930514153e-01 1.000000002508038e-10 2.526915279656960e-09 4.185204497198115e-06 4.182779347582727e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 460 4.278823143588113e+00 1.809094676957557e-03 1.809094676957557e-03 2.477605525393096e-11 9.999518385723460e-01 1.000000002493919e-10 2.524484543653409e-09 4.189063001509738e-06 4.186640277937617e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 461 4.280589231608356e+00 1.723081363527612e-03 1.723081363527612e-03 2.474145888996472e-11 9.999518853729695e-01 1.000000002501070e-10 2.522185175829543e-09 4.193043109070184e-06 4.190622680306855e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 462 4.282397012594751e+00 1.892480609262392e-03 1.892480609262392e-03 2.471411414630302e-11 9.999519220959258e-01 1.000000002486303e-10 2.520359586239731e-09 4.196171129911769e-06 4.193752523138197e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 463 4.284254998529690e+00 1.823491260615206e-03 1.823491260615206e-03 2.468000868351047e-11 9.999519678066691e-01 1.000000002470817e-10 2.518078796825555e-09 4.200071308086291e-06 4.197654977616707e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 464 4.286106959175587e+00 1.880430031180325e-03 1.880430031180325e-03 2.465136699888986e-11 9.999520025193309e-01 1.000000002492678e-10 2.516065829375038e-09 4.203030633386405e-06 4.200616312121589e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 465 4.287903675162468e+00 1.713001942580838e-03 1.713001942580838e-03 2.461577712620618e-11 9.999520484715497e-01 1.000000002475152e-10 2.513636836608680e-09 4.206961209741605e-06 4.204549312798624e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 466 4.289672864186846e+00 1.825376106175725e-03 1.825376106175725e-03 2.458815726393260e-11 9.999520840009420e-01 1.000000002466355e-10 2.511747119993499e-09 4.210005222180929e-06 4.207595211333344e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 467 4.291467598971591e+00 1.764093463314964e-03 1.764093463314964e-03 2.455401073500426e-11 9.999521313219376e-01 1.000000002469475e-10 2.509498403820000e-09 4.214073824023860e-06 4.211666057419641e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 468 4.293257757786010e+00 1.816224165521518e-03 1.816224165521518e-03 2.452512834662854e-11 9.999521660124054e-01 1.000000002467236e-10 2.507455251693817e-09 4.217051131643757e-06 4.214645404412788e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 469 4.295126274281264e+00 1.920808824987574e-03 1.920808824987574e-03 2.449696548955349e-11 9.999522009466818e-01 1.000000002459432e-10 2.505490928598675e-09 4.220056325157286e-06 4.217652558567966e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 470 4.296977049731641e+00 1.780742075766284e-03 1.780742075766284e-03 2.446151530645209e-11 9.999522471752130e-01 1.000000002464550e-10 2.503075849150505e-09 4.224044928073846e-06 4.221643571934477e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 471 4.298784407904976e+00 1.833974270903482e-03 1.833974270903482e-03 2.443284008441960e-11 9.999522811303415e-01 1.000000002468836e-10 2.501030925474625e-09 4.226972376195627e-06 4.224573061239435e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 472 4.300659121795141e+00 1.915453509425902e-03 1.915453509425902e-03 2.440465810593015e-11 9.999523145465474e-01 1.000000002450123e-10 2.499021249766526e-09 4.229857606645110e-06 4.227460297691854e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 473 4.302546713708375e+00 1.859730317042008e-03 1.859730317042008e-03 2.437085148680539e-11 9.999523606167837e-01 1.000000002457144e-10 2.496765833771103e-09 4.233855939158327e-06 4.231460881219117e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 474 4.304388557112137e+00 1.823956490483170e-03 1.823956490483170e-03 2.433806538229446e-11 9.999524058875175e-01 1.000000002464604e-10 2.494592468557716e-09 4.237793707840959e-06 4.235400819002468e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 475 4.306178328888561e+00 1.755587062364228e-03 1.755587062364228e-03 2.430442723539845e-11 9.999524524389136e-01 1.000000002455984e-10 2.492363789467522e-09 4.241850997397696e-06 4.239460332867708e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 476 4.307981014038388e+00 1.849783237291014e-03 1.849783237291014e-03 2.427678215826381e-11 9.999524868348562e-01 1.000000002441236e-10 2.490429780593903e-09 4.244846412368935e-06 4.242457678259899e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 477 4.309848348714251e+00 1.884886114433826e-03 1.884886114433826e-03 2.424823911166762e-11 9.999525199678160e-01 1.000000002447108e-10 2.488369450630753e-09 4.247730790562578e-06 4.245344113082688e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 478 4.311663102794105e+00 1.744622045274369e-03 1.744622045274369e-03 2.421346616204451e-11 9.999525648226913e-01 1.000000002424370e-10 2.485975541760006e-09 4.251652697521730e-06 4.249268409446370e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 479 4.313478407078692e+00 1.885986523900485e-03 1.885986523900485e-03 2.418638996855352e-11 9.999526000727915e-01 1.000000002431736e-10 2.484118803188716e-09 4.254740775177381e-06 4.252358340336789e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 480 4.315346560212717e+00 1.850319744147733e-03 1.850319744147733e-03 2.415357406228319e-11 9.999526448723419e-01 1.000000002432179e-10 2.481921500754715e-09 4.258676508034002e-06 4.256296266253265e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 481 4.317207254808265e+00 1.871069446949036e-03 1.871069446949036e-03 2.412523375102339e-11 9.999526766530766e-01 1.000000002433335e-10 2.479841616804167e-09 4.261459296939229e-06 4.259081131382877e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 482 4.319071995610532e+00 1.858412157583977e-03 1.858412157583977e-03 2.409301046447696e-11 9.999527212811250e-01 1.000000002426575e-10 2.477697911693844e-09 4.265394093432352e-06 4.263018067423439e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 483 4.320912295301998e+00 1.822187225348770e-03 1.822187225348770e-03 2.406073635504618e-11 9.999527660609128e-01 1.000000002432255e-10 2.475551481582635e-09 4.269349996260573e-06 4.266976112521974e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 484 4.322699414591925e+00 1.752051354505291e-03 1.752051354505291e-03 2.402761269325122e-11 9.999528121005234e-01 1.000000002415991e-10 2.473349137624567e-09 4.273425278570373e-06 4.271053592911048e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 485 4.324497773764659e+00 1.844666990961308e-03 1.844666990961308e-03 2.400040933330610e-11 9.999528461017489e-01 1.000000002417776e-10 2.471439420995485e-09 4.276432668618340e-06 4.274062889177090e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 486 4.326360170619209e+00 1.880126718138975e-03 1.880126718138975e-03 2.397233660966743e-11 9.999528788930713e-01 1.000000002415954e-10 2.469407390638936e-09 4.279332215278047e-06 4.276964464260338e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 487 4.328170856020356e+00 1.741244084156435e-03 1.741244084156435e-03 2.393810033071631e-11 9.999529233455541e-01 1.000000002416221e-10 2.467044598289635e-09 4.283279851474286e-06 4.280914458854318e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 488 4.329983129789110e+00 1.883303453352525e-03 1.883303453352525e-03 2.391145313792611e-11 9.999529582734420e-01 1.000000002405618e-10 2.465213020359667e-09 4.286387647513789e-06 4.284024083054721e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 489 4.331849463991898e+00 1.849364952223098e-03 1.849364952223098e-03 2.387913948733282e-11 9.999530026820179e-01 1.000000002416050e-10 2.463044396271839e-09 4.290350038299394e-06 4.287988638324631e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 490 4.333709700833943e+00 1.871108731865689e-03 1.871108731865689e-03 2.385122289434940e-11 9.999530342030777e-01 1.000000002394349e-10 2.460990314624508e-09 4.293153583243799e-06 4.290794233778507e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 491 4.335575128712557e+00 1.859747025363845e-03 1.859747025363845e-03 2.381947819558611e-11 9.999530784514749e-01 1.000000002391423e-10 2.458873416816947e-09 4.297115845230089e-06 4.294758608603793e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 492 4.337416316105674e+00 1.822627760868833e-03 1.822627760868833e-03 2.378764893097510e-11 9.999531228773739e-01 1.000000002388851e-10 2.456750986126500e-09 4.301101735999196e-06 4.298746617738298e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 493 4.339202696925339e+00 1.750133878460680e-03 1.750133878460680e-03 2.375496027275046e-11 9.999531685674231e-01 1.000000002391824e-10 2.454571423540480e-09 4.305209157156937e-06 4.302856214288085e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 494 4.340997976060262e+00 1.840424391386541e-03 1.840424391386541e-03 2.372811752478764e-11 9.999532023336105e-01 1.000000002399380e-10 2.452682144363462e-09 4.308242568586703e-06 4.305891511576135e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 495 4.342856172923721e+00 1.875969335530137e-03 1.875969335530137e-03 2.370042404186905e-11 9.999532349829668e-01 1.000000002392421e-10 2.450674588975543e-09 4.311175150470716e-06 4.308826097489683e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 496 4.344663384490641e+00 1.738453798311390e-03 1.738453798311390e-03 2.366659009642780e-11 9.999532793137350e-01 1.000000002401582e-10 2.448336781629235e-09 4.315173876668866e-06 4.312827157191566e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 497 4.346474357499497e+00 1.883492219399763e-03 1.883492219399763e-03 2.364026930648122e-11 9.999533141789009e-01 1.000000002371990e-10 2.446526870290034e-09 4.318324979858720e-06 4.315980066948164e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 498 4.348343483335278e+00 1.854759452163179e-03 1.854759452163179e-03 2.360831713372340e-11 9.999533584943073e-01 1.000000002380581e-10 2.444380529588183e-09 4.322341168332800e-06 4.319998397706572e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 499 4.350211654480601e+00 1.881582838483276e-03 1.881582838483276e-03 2.358062774710652e-11 9.999533901787711e-01 1.000000002375919e-10 2.442343286142903e-09 4.325204226572331e-06 4.322863489678568e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 500 4.352090502766559e+00 1.876113733430884e-03 1.876113733430884e-03 2.354915379056866e-11 9.999534344135284e-01 1.000000002357334e-10 2.440241593952319e-09 4.329227493379470e-06 4.326888854190215e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 501 4.353949984715367e+00 1.842850164186061e-03 1.842850164186061e-03 2.351754700742048e-11 9.999534788180076e-01 1.000000002373594e-10 2.438129132051737e-09 4.333273951533215e-06 4.330937420805644e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 502 4.355758375442733e+00 1.773931290546038e-03 1.773931290546038e-03 2.348510982360729e-11 9.999535244879059e-01 1.000000002380884e-10 2.435962238784369e-09 4.337444077288058e-06 4.335109709352905e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 503 4.357577739705409e+00 1.864797234805593e-03 1.864797234805593e-03 2.345847909713475e-11 9.999535582066189e-01 1.000000002368631e-10 2.434083124025987e-09 4.340520982170695e-06 4.338188489987298e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 504 4.359457147836294e+00 1.894019026964955e-03 1.894019026964955e-03 2.343101078333818e-11 9.999535907943783e-01 1.000000002372751e-10 2.432086390833282e-09 4.343494298162135e-06 4.341163799246579e-06 1.000000000000000e+00 0.000000000000000e+00
1.003547944681137e+03 2000 505 4.361275784549314e+00 1.743254399075411e-03 1.743254399075411e-03 2.339746630947992e-11 9.999536353219868e-01 1.000000002343104e-10 2.429770431710398e-09 4.347574701971614e-06 4.345246514787207e-06 1.000000000000000e+00 0.000000000000000e+00
