t nact i x dx dlx rho vx p D sx tau trac Sd gmin gmax
1.000000000000000e+02 2000 312 5.493383692794567e-01 1.651142271230853e-03 1.651142271230853e-03 3.205123541225286e-11 9.999500000000000e-01 4.951510254010669e-18 3.205163606020700e-09 3.205045391687954e-07 3.173154015860831e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 313 5.509895115506875e-01 1.651142271230853e-03 1.651142271230853e-03 3.185942829249421e-11 9.999500000000000e-01 4.912040682618530e-18 3.185982654281441e-09 3.185865143454444e-07 3.154164618084743e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 314 5.526406538219184e-01 1.651142271230853e-03 1.651142271230853e-03 3.166933780810721e-11 9.999500000000000e-01 4.873002424715431e-18 3.166973368225181e-09 3.166856554638924e-07 3.135345171653212e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 315 5.542917960931493e-01 1.651142271230853e-03 1.651142271230853e-03 3.148094353531210e-11 9.999500000000000e-01 4.834389499407611e-18 3.148133705448413e-09 3.148017582912087e-07 3.116693654558842e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 316 5.559429383643801e-01 1.651142271230853e-03 1.651142271230853e-03 3.129422535316965e-11 9.999500000000000e-01 4.796196026209910e-18 3.129461653832065e-09 3.129346216227960e-07 3.098208074776246e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 317 5.575940806356109e-01 1.651142271230853e-03 1.651142271230853e-03 3.110916343820854e-11 9.999500000000000e-01 4.758416223068477e-18 3.110955231004224e-09 3.110840472286662e-07 3.079886469730140e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 318 5.592452229068418e-01 1.651142271230853e-03 1.651142271230853e-03 3.092573825916364e-11 9.999500000000000e-01 4.721044404428115e-18 3.092612483813961e-09 3.092498398008231e-07 3.061726905774413e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 319 5.608963651780726e-01 1.651142271230853e-03 1.651142271230853e-03 3.074393057182250e-11 9.999500000000000e-01 4.684074979343159e-18 3.074431487815977e-09 3.074318069017299e-07 3.043727477681928e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 320 5.625475074493035e-01 1.651142271230853e-03 1.651142271230853e-03 3.056372141397756e-11 9.999500000000000e-01 4.647502449630720e-18 3.056410346765812e-09 3.056297589138317e-07 3.025886308144767e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 321 5.641986497205344e-01 1.651142271230853e-03 1.651142271230853e-03 3.038509210048169e-11 9.999500000000000e-01 4.611321408065311e-18 3.038547192125396e-09 3.038435089901124e-07 3.008201547284719e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 322 5.658497919917652e-01 1.651142271230853e-03 1.651142271230853e-03 3.020802421840448e-11 9.999500000000000e-01 4.575526536613717e-18 3.020840182578673e-09 3.020728730056585e-07 2.990671372173746e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 323 5.675009342629961e-01 1.651142271230853e-03 1.651142271230853e-03 3.003249962228712e-11 9.999500000000000e-01 4.540112604709181e-18 3.003287503557079e-09 3.003176695102093e-07 2.973293986364193e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 324 5.691520765342269e-01 1.651142271230853e-03 1.651142271230853e-03 2.985850042949347e-11 9.999500000000000e-01 4.505074467563855e-18 2.985887366774645e-09 2.985777196816681e-07 2.956067619428541e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 325 5.708032188054577e-01 1.651142271230853e-03 1.651142271230853e-03 2.968600901565508e-11 9.999500000000000e-01 4.470407064518596e-18 2.968638009772496e-09 2.968528472805544e-07 2.938990526508447e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 326 5.724543610766886e-01 1.651142271230853e-03 1.651142271230853e-03 2.951500801020809e-11 9.999500000000000e-01 4.436105417429166e-18 2.951537695472532e-09 2.951428786053731e-07 2.922060987872888e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 327 5.741055033479194e-01 1.651142271230853e-03 1.651142271230853e-03 2.934548029201993e-11 9.999500000000000e-01 4.402164629087936e-18 2.934584711740096e-09 2.934476424488831e-07 2.905277308485190e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 328 5.757566456191503e-01 1.651142271230853e-03 1.651142271230853e-03 2.917740898510349e-11 9.999500000000000e-01 4.368579881680182e-18 2.917777370955379e-09 2.917669700552397e-07 2.888637817578724e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 329 5.774077878903812e-01 1.651142271230853e-03 1.651142271230853e-03 2.901077745441719e-11 9.999500000000000e-01 4.335346435274187e-18 2.901114009593431e-09 2.901006950779963e-07 2.872140868241095e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 330 5.790589301616120e-01 1.651142271230853e-03 1.651142271230853e-03 2.884556930174852e-11 9.999500000000000e-01 4.302459626344223e-18 2.884592987812501e-09 2.884486535389409e-07 2.855784837006606e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 331 5.807100724328429e-01 1.651142271230853e-03 1.651142271230853e-03 2.868176836167957e-11 9.999500000000000e-01 4.269914866325691e-18 2.868212689050592e-09 2.868106837877524e-07 2.839568123456838e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 332 5.823612147040738e-01 1.651142271230853e-03 1.651142271230853e-03 2.851935869763252e-11 9.999500000000000e-01 4.237707640201585e-18 2.851971519630001e-09 2.851866264624563e-07 2.823489149829139e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 333 5.840123569753046e-01 1.651142271230853e-03 1.651142271230853e-03 2.835832459799314e-11 9.999500000000000e-01 4.205833505119503e-18 2.835867908369664e-09 2.835763244506603e-07 2.807546360632836e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 334 5.856634992465354e-01 1.651142271230853e-03 1.651142271230853e-03 2.819865057231079e-11 9.999500000000000e-01 4.174288089038508e-18 2.819900306205156e-09 2.819796228515563e-07 2.791738222273038e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 335 5.873146415177662e-01 1.651142271230853e-03 1.651142271230853e-03 2.804032134757310e-11 9.999500000000000e-01 4.143067089405067e-18 2.804067185816145e-09 2.803963689386664e-07 2.776063222681801e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 336 5.889657837889971e-01 1.651142271230853e-03 1.651142271230853e-03 2.788332186455363e-11 9.999500000000000e-01 4.112166271857393e-18 2.788367041261165e-09 2.788264121233220e-07 2.760519870956557e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 337 5.906169260602280e-01 1.651142271230853e-03 1.651142271230853e-03 2.772763727423084e-11 9.999500000000000e-01 4.081581468957475e-18 2.772798387619499e-09 2.772696039188533e-07 2.745106697005568e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 338 5.922680683314588e-01 1.651142271230853e-03 1.651142271230853e-03 2.757325293427702e-11 9.999500000000000e-01 4.051308578950175e-18 2.757359760640074e-09 2.757257979054797e-07 2.729822251200325e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 339 5.939192106026897e-01 1.651142271230853e-03 1.651142271230853e-03 2.742015440561520e-11 9.999500000000000e-01 4.021343564548678e-18 2.742049716397143e-09 2.741948496958800e-07 2.714665104034678e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 340 5.955703528739206e-01 1.651142271230853e-03 1.651142271230853e-03 2.726832744904308e-11 9.999500000000000e-01 3.991682451745727e-18 2.726866830952677e-09 2.726766169014321e-07 2.699633845790584e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 341 5.972214951451514e-01 1.651142271230853e-03 1.651142271230853e-03 2.711775802192190e-11 9.999500000000000e-01 3.962321328649972e-18 2.711809700025246e-09 2.711709590991027e-07 2.684727086210314e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 342 5.988726374163823e-01 1.651142271230853e-03 1.651142271230853e-03 2.696843227492941e-11 9.999500000000000e-01 3.933256344346881e-18 2.696876938665314e-09 2.696777377989776e-07 2.669943454174970e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 343 6.005237796876131e-01 1.651142271230853e-03 1.651142271230853e-03 2.682033654887504e-11 9.999500000000000e-01 3.904483707783596e-18 2.682067180936749e-09 2.681968164124144e-07 2.655281597389194e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 344 6.021749219588439e-01 1.651142271230853e-03 1.651142271230853e-03 2.667345737157619e-11 9.999500000000000e-01 3.875999686677175e-18 2.667379079604450e-09 2.667280602208060e-07 2.640740182071900e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 345 6.038260642300748e-01 1.651142271230853e-03 1.651142271230853e-03 2.652778145479426e-11 9.999500000000000e-01 3.847800606445672e-18 2.652811305827947e-09 2.652713363449414e-07 2.626317892652944e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 346 6.054772065013057e-01 1.651142271230853e-03 1.651142271230853e-03 2.638329569122907e-11 9.999500000000000e-01 3.819882849161529e-18 2.638362548860838e-09 2.638265137149512e-07 2.612013431475555e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 347 6.071283487725365e-01 1.651142271230853e-03 1.651142271230853e-03 2.623998715157034e-11 9.999500000000000e-01 3.792242852526707e-18 2.624031515755931e-09 2.623934630408222e-07 2.597825518504426e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 348 6.087794910437674e-01 1.651142271230853e-03 1.651142271230853e-03 2.609784308160523e-11 9.999500000000000e-01 3.764877108869124e-18 2.609816931076001e-09 2.609720567834748e-07 2.583752891039358e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 349 6.104306333149982e-01 1.651142271230853e-03 1.651142271230853e-03 2.595685089938041e-11 9.999500000000000e-01 3.737782164159810e-18 2.595717536609988e-09 2.595621691263828e-07 2.569794303434292e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 350 6.120817755862291e-01 1.651142271230853e-03 1.651142271230853e-03 2.581699819241776e-11 9.999500000000000e-01 3.710954617050380e-18 2.581732091094561e-09 2.581636759477322e-07 2.555948526821654e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 351 6.137329178574599e-01 1.651142271230853e-03 1.651142271230853e-03 2.567827271498241e-11 9.999500000000000e-01 3.684391117930303e-18 2.567859369940928e-09 2.567764547931017e-07 2.542214348841892e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 352 6.153840601286907e-01 1.651142271230853e-03 1.651142271230853e-03 2.554066238540192e-11 9.999500000000000e-01 3.658088368003505e-18 2.554098164966742e-09 2.554003848486557e-07 2.528590573378062e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 353 6.170352023999216e-01 1.651142271230853e-03 1.651142271230853e-03 2.540415528343584e-11 9.999500000000000e-01 3.632043118383903e-18 2.540447284133057e-09 2.540353469148396e-07 2.515076020295404e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 354 6.186863446711525e-01 1.651142271230853e-03 1.651142271230853e-03 2.526873964769403e-11 9.999500000000000e-01 3.606252169209376e-18 2.526905551286158e-09 2.526812233805646e-07 2.501669525185759e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 355 6.203374869423833e-01 1.651142271230853e-03 1.651142271230853e-03 2.513440387310333e-11 9.999500000000000e-01 3.580712368773799e-18 2.513471805904221e-09 2.513378981978745e-07 2.488369939116756e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 356 6.219886292136142e-01 1.651142271230853e-03 1.651142271230853e-03 2.500113650842100e-11 9.999500000000000e-01 3.555420612676677e-18 2.500144902848660e-09 2.500052568570805e-07 2.475176128385637e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 357 6.236397714848451e-01 1.651142271230853e-03 1.651142271230853e-03 2.486892625379438e-11 9.999500000000000e-01 3.530373842990035e-18 2.486923712120081e-09 2.486831863623585e-07 2.462086974277652e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 358 6.252909137560759e-01 1.651142271230853e-03 1.651142271230853e-03 2.473776195836537e-11 9.999500000000000e-01 3.505569047442102e-18 2.473807118618737e-09 2.473715752077951e-07 2.449101372828911e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 359 6.269420560273068e-01 1.651142271230853e-03 1.651142271230853e-03 2.460763261791927e-11 9.999500000000000e-01 3.481003258617469e-18 2.460794021909402e-09 2.460703133538757e-07 2.436218234593595e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 360 6.285931982985375e-01 1.651142271230853e-03 1.651142271230853e-03 2.447852737257658e-11 9.999500000000000e-01 3.456673553173303e-18 2.447883335990550e-09 2.447792922044032e-07 2.423436484415450e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 361 6.302443405697684e-01 1.651142271230853e-03 1.651142271230853e-03 2.435043550452723e-11 9.999500000000000e-01 3.432577051071278e-18 2.435073989067778e-09 2.434984045838413e-07 2.410755061203466e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 362 6.318954828409993e-01 1.651142271230853e-03 1.651142271230853e-03 2.422334643580606e-11 9.999500000000000e-01 3.408710914824844e-18 2.422364923331347e-09 2.422275447150696e-07 2.398172917711645e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 363 6.335466251122301e-01 1.651142271230853e-03 1.651142271230853e-03 2.409724972610898e-11 9.999500000000000e-01 3.385072348761535e-18 2.409755094737796e-09 2.409666081975454e-07 2.385689020322791e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 364 6.351977673834610e-01 1.651142271230853e-03 1.651142271230853e-03 2.397213507064866e-11 9.999500000000000e-01 3.361658598299902e-18 2.397243472795513e-09 2.397154919858616e-07 2.373302348836224e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 365 6.368489096546919e-01 1.651142271230853e-03 1.651142271230853e-03 2.384799229804923e-11 9.999500000000000e-01 3.338466949240835e-18 2.384829040354194e-09 2.384740943686935e-07 2.361011896259343e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 366 6.385000519259227e-01 1.651142271230853e-03 1.651142271230853e-03 2.372481136827889e-11 9.999500000000000e-01 3.315494727072864e-18 2.372510793398112e-09 2.372423149481267e-07 2.348816668602959e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 367 6.401511941971536e-01 1.651142271230853e-03 1.651142271230853e-03 2.360258237061999e-11 9.999500000000000e-01 3.292739296291192e-18 2.360287740843110e-09 2.360200546193566e-07 2.336715684680313e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 368 6.418023364683845e-01 1.651142271230853e-03 1.651142271230853e-03 2.348129552167540e-11 9.999500000000000e-01 3.270198059730123e-18 2.348158904337247e-09 2.348072155507541e-07 2.324707975909716e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 369 6.434534787396152e-01 1.651142271230853e-03 1.651142271230853e-03 2.336094116341088e-11 9.999500000000000e-01 3.247868457908606e-18 2.336123318065026e-09 2.336037011642890e-07 2.312792586120727e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 370 6.451046210108461e-01 1.651142271230853e-03 1.651142271230853e-03 2.324150976123218e-11 9.999500000000000e-01 3.225747968388557e-18 2.324180028555105e-09 2.324094161163016e-07 2.300968571363792e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 371 6.467557632820770e-01 1.651142271230853e-03 1.651142271230853e-03 2.312299190209679e-11 9.999500000000000e-01 3.203834105145766e-18 2.312328094491465e-09 2.312242662786207e-07 2.289234999723289e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 372 6.484069055533078e-01 1.651142271230853e-03 1.651142271230853e-03 2.300537829265911e-11 9.999500000000000e-01 3.182124417953029e-18 2.300566586527929e-09 2.300481587200157e-07 2.277590951133908e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 373 6.500580478245387e-01 1.651142271230853e-03 1.651142271230853e-03 2.288865975744852e-11 9.999500000000000e-01 3.160616491775255e-18 2.288894587105965e-09 2.288810016879775e-07 2.266035517200264e-07 0.000000000000000e+00 0.000000000000000e+00 9.999999999999999e-01 9.999999999999999e-01
1.000000000000000e+02 2000 374 6.517091900957696e-01 1.651142271230853e-03 1.651142271230853e-03 2.277282723707990e-11 9.999500000000000e-01 3.139307946176339e-18 2.277311190275738e-09 2.277227045908250e-07 2.254567801019747e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 375 6.533603323670004e-01 1.651142271230853e-03 1.651142271230853e-03 2.265787178649558e-11 9.999500000000000e-01 3.118196434737458e-18 2.265815501520299e-09 2.265731779801236e-07 2.243186917008454e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 376 6.550114746382313e-01 1.651142271230853e-03 1.651142271230853e-03 2.254378457323844e-11 9.999500000000000e-01 3.097279644486616e-18 2.254406637582894e-09 2.254323335334179e-07 2.231891990730234e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 377 6.566626169094620e-01 1.651142271230853e-03 1.651142271230853e-03 2.243055687575515e-11 9.999500000000000e-01 3.076555295339147e-18 2.243083726297290e-09 2.243000840372639e-07 2.220682158728702e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 378 6.583137591806929e-01 1.651142271230853e-03 1.651142271230853e-03 2.231818008172946e-11 9.999500000000000e-01 3.056021139548962e-18 2.231845906421095e-09 2.231763433705623e-07 2.209556568362224e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 379 6.599649014519238e-01 1.651142271230853e-03 1.651142271230853e-03 2.220664568644433e-11 9.999500000000000e-01 3.035674961170293e-18 2.220692327471974e-09 2.220610264881802e-07 2.198514377641772e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 380 6.616160437231546e-01 1.651142271230853e-03 1.651142271230853e-03 2.209594529117289e-11 9.999500000000000e-01 3.015514575529726e-18 2.209622149566741e-09 2.209540494048611e-07 2.187554755071619e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 381 6.632671859943855e-01 1.651142271230853e-03 1.651142271230853e-03 2.198607060159720e-11 9.999500000000000e-01 2.995537828708266e-18 2.198634543263235e-09 2.198553291794136e-07 2.176676879492796e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 382 6.649183282656164e-01 1.651142271230853e-03 1.651142271230853e-03 2.187701342625467e-11 9.999500000000000e-01 2.975742597033277e-18 2.187728689404958e-09 2.187647838991744e-07 2.165879939929279e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 383 6.665694705368472e-01 1.651142271230853e-03 1.651142271230853e-03 2.176876567501118e-11 9.999500000000000e-01 2.956126786580014e-18 2.176903778968383e-09 2.176823326647411e-07 2.155163135436828e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 384 6.682206128080781e-01 1.651142271230853e-03 1.651142271230853e-03 2.166131935756072e-11 9.999500000000000e-01 2.936688332682607e-18 2.166159012912922e-09 2.166078955749687e-07 2.144525674954447e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 385 6.698717550793090e-01 1.651142271230853e-03 1.651142271230853e-03 2.155466658195082e-11 9.999500000000000e-01 2.917425199454245e-18 2.155493602033462e-09 2.155413937122242e-07 2.133966777158393e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 386 6.715228973505397e-01 1.651142271230853e-03 1.651142271230853e-03 2.144879955313333e-11 9.999500000000000e-01 2.898335379316406e-18 2.144906766815446e-09 2.144827491278945e-07 2.123485670318708e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 387 6.731740396217706e-01 1.651142271230853e-03 1.651142271230853e-03 2.134371057154012e-11 9.999500000000000e-01 2.879416892536912e-18 2.134397737292435e-09 2.134318848281441e-07 2.113081592158200e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 388 6.748251818930014e-01 1.651142271230853e-03 1.651142271230853e-03 2.123939203168304e-11 9.999500000000000e-01 2.860667786776622e-18 2.123965752906108e-09 2.123887247599148e-07 2.102753789713844e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 389 6.764763241642323e-01 1.651142271230853e-03 1.651142271230853e-03 2.113583642077785e-11 9.999500000000000e-01 2.842086136644614e-18 2.113610062368649e-09 2.113531937971655e-07 2.092501519200541e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 390 6.781274664354632e-01 1.651142271230853e-03 1.651142271230853e-03 2.103303631739151e-11 9.999500000000000e-01 2.823670043261629e-18 2.103329923527476e-09 2.103252177273453e-07 2.082324045877198e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 391 6.797786087066940e-01 1.651142271230853e-03 1.651142271230853e-03 2.093098439011255e-11 9.999500000000000e-01 2.805417633831647e-18 2.093124603232280e-09 2.093047232380972e-07 2.072220643915094e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 392 6.814297509779249e-01 1.651142271230853e-03 1.651142271230853e-03 2.082967339624381e-11 9.999500000000000e-01 2.787327061221390e-18 2.082993377204289e-09 2.082916379041867e-07 2.062190596268455e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 393 6.830808932491558e-01 1.651142271230853e-03 1.651142271230853e-03 2.072909618051744e-11 9.999500000000000e-01 2.769396503547621e-18 2.072935529907774e-09 2.072858901746512e-07 2.052233194547233e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 394 6.847320355203866e-01 1.651142271230853e-03 1.651142271230853e-03 2.062924567383138e-11 9.999500000000000e-01 2.751624163772030e-18 2.062950354423695e-09 2.062874093601656e-07 2.042347738892026e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 395 6.863831777916174e-01 1.651142271230853e-03 1.651142271230853e-03 2.053011489200732e-11 9.999500000000000e-01 2.734008269303614e-18 2.053037152325489e-09 2.052961256206219e-07 2.032533537851094e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 396 6.880343200628483e-01 1.651142271230853e-03 1.651142271230853e-03 2.043169693456926e-11 9.999500000000000e-01 2.716547071608308e-18 2.043195233556929e-09 2.043119699529154e-07 2.022789908259450e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 397 6.896854623340791e-01 1.651142271230853e-03 1.651142271230853e-03 2.033398498354268e-11 9.999500000000000e-01 2.699238845825823e-18 2.033423916312042e-09 2.033348741789364e-07 2.013116175119966e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+02 2000 398 6.913366046053100e-01 1.651142271230853e-03 1.651142271230853e-03 2.023697230227368e-11 9.999500000000000e-01 2.682081890393438e-18 2.023722526917018e-09 2.023647709337620e-07 2.003511671486468e-07 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00
